4,0,0,5,2,2,0
4,2,0,1,4,1,1
6,4,2,9,7,2,2
7,1,4,2,1,4,0
4,0,2,1,2,1,1
1,3,5,2,0,3,1
3,3,2,3,0,0,0
0,0,4,6,4,2,1
5,0,6,4,3,3,1
1,3,2,7,3,6,1
2,4,3,3,3,11,1
7,7,3,11,4,13,2
7,7,15,11,3,7,0
0,2,8,4,1,0,0
1,2,3,6,0,1,2
0,1,2,2,2,3,2
2,0,2,2,3,4,2
1,1,3,6,5,15,0
37,9,5,9,6,9,2
12,5,3,3,13,3,8
4,4,13,6,20,2,2
7,4,0,0,0,1,0
3,2,5,2,0,6,0
